DATE,EVENT
19/01/2025,SCHOOL
20/01/2025,SCHOOL
21/01/2025,SCHOOL
22/01/2025,SCHOOL
23/01/2025,SCHOOL
24/01/2025,SCHOOL
25/01/2025,SCHOOL
26/01/2025,SCHOOL
17/04/2025,SCHOOL
22/04/2025,SCHOOL
23/04/2025,SCHOOL
24/04/2025,SCHOOL
26/04/2025,SCHOOL
27/04/2025,SCHOOL
05/07/2025,SCHOOL
06/07/2025,SCHOOL
07/07/2025,SCHOOL
08/07/2025,SCHOOL
09/07/2025,SCHOOL
10/07/2025,SCHOOL
11/07/2025,SCHOOL
12/07/2025,SCHOOL
13/07/2025,SCHOOL
14/07/2025,SCHOOL
15/07/2025,SCHOOL
16/07/2025,SCHOOL
17/07/2025,SCHOOL
18/07/2025,SCHOOL
19/07/2025,SCHOOL
20/07/2025,SCHOOL
27/09/2025,SCHOOL
28/09/2025,SCHOOL
29/09/2025,SCHOOL
30/09/2025,SCHOOL
1/10/2025,SCHOOL
2/10/2025,SCHOOL
3/10/2025,SCHOOL
4/10/2025,SCHOOL
5/10/2025,SCHOOL
7/10/2025,SCHOOL
8/10/2025,SCHOOL
9/10/2025,SCHOOL
10/10/2025,SCHOOL
11/10/2025,SCHOOL
12/10/2025,SCHOOL
10/01/2026,SCHOOL
11/01/2026,SCHOOL
12/01/2026,SCHOOL
13/01/2026,SCHOOL
14/01/2026,SCHOOL
15/01/2026,SCHOOL
16/01/2026,SCHOOL
17/01/2026,SCHOOL
18/01/2026,SCHOOL
19/01/2026,SCHOOL
20/01/2026,SCHOOL
21/01/2026,SCHOOL
22/01/2026,SCHOOL
23/01/2026,SCHOOL
24/01/2026,SCHOOL
25/01/2026,SCHOOL
26/01/2026,SCHOOL
25/04/2021,PUBLIC
26/04/2021,PUBLIC
1/10/2012,PUBLIC
28/01/2013,PUBLIC
25/04/2013,PUBLIC
7/10/2013,PUBLIC
27/01/2014,PUBLIC
25/04/2014,PUBLIC
6/10/2014,PUBLIC
26/01/2015,PUBLIC
5/10/2015,PUBLIC
26/01/2016,PUBLIC
25/04/2016,PUBLIC
3/10/2016,PUBLIC
26/01/2017,PUBLIC
25/04/2017,PUBLIC
2/10/2017,PUBLIC
26/01/2018,PUBLIC
25/04/2018,PUBLIC
1/10/2018,PUBLIC
28/01/2019,PUBLIC
25/04/2019,PUBLIC
7/10/2019,PUBLIC
27/01/2020,PUBLIC
25/04/2020,PUBLIC
5/10/2020,PUBLIC
26/01/2021,PUBLIC
4/10/2021,PUBLIC
26/01/2022,PUBLIC
3/10/2022,PUBLIC
26/01/2023,PUBLIC
25/04/2023,PUBLIC
2/10/2023,PUBLIC
26/01/2024,PUBLIC
25/04/2024,PUBLIC
7/10/2024,PUBLIC
27/01/2025,PUBLIC
25/04/2025,PUBLIC
6/10/2025,PUBLIC
02/01/2012,PUBLIC
26/01/2012,PUBLIC
12/03/2012,PUBLIC
25/04/2012,PUBLIC
11/06/2012,PUBLIC
11/03/2013,PUBLIC
01/04/2013,PUBLIC
10/06/2013,PUBLIC
10/03/2014,PUBLIC
09/06/2014,PUBLIC
09/03/2015,PUBLIC
25/04/2015,PUBLIC
08/06/2015,PUBLIC
14/03/2016,PUBLIC
13/06/2016,PUBLIC
13/03/2017,PUBLIC
12/06/2017,PUBLIC
12/03/2018,PUBLIC
11/06/2018,PUBLIC
11/03/2019,PUBLIC
10/06/2019,PUBLIC
09/03/2020,PUBLIC
08/06/2020,PUBLIC
08/03/2021,PUBLIC
14/06/2021,PUBLIC
14/03/2022,PUBLIC
25/04/2022,PUBLIC
13/06/2022,PUBLIC
13/03/2023,PUBLIC
12/06/2023,PUBLIC
11/03/2024,PUBLIC
10/06/2024,PUBLIC
10/03/2025,PUBLIC
09/06/2025,PUBLIC
20/04/2014,EASTER
16/04/2017,EASTER
21/04/2019,EASTER
12/04/2020,EASTER
20/04/2025,EASTER
06/04/2012,EASTER
08/04/2012,EASTER
05/04/2015,EASTER
27/03/2016,EASTER
01/04/2018,EASTER
04/04/2021,EASTER
17/04/2022,EASTER
09/04/2023,EASTER
31/03/2024,EASTER
15/12/2012,BEFOREXMAS
16/12/2012,BEFOREXMAS
17/12/2012,BEFOREXMAS
18/12/2012,BEFOREXMAS
19/12/2012,BEFOREXMAS
20/12/2012,BEFOREXMAS
21/12/2012,BEFOREXMAS
22/12/2012,BEFOREXMAS
23/12/2012,BEFOREXMAS
24/12/2012,BEFOREXMAS
16/12/2013,BEFOREXMAS
17/12/2013,BEFOREXMAS
18/12/2013,BEFOREXMAS
19/12/2013,BEFOREXMAS
20/12/2013,BEFOREXMAS
21/12/2013,BEFOREXMAS
22/12/2013,BEFOREXMAS
23/12/2013,BEFOREXMAS
24/12/2013,BEFOREXMAS
15/12/2014,BEFOREXMAS
16/12/2014,BEFOREXMAS
17/12/2014,BEFOREXMAS
18/12/2014,BEFOREXMAS
19/12/2014,BEFOREXMAS
20/12/2014,BEFOREXMAS
21/12/2014,BEFOREXMAS
22/12/2014,BEFOREXMAS
23/12/2014,BEFOREXMAS
24/12/2014,BEFOREXMAS
14/12/2015,BEFOREXMAS
15/12/2015,BEFOREXMAS
16/12/2015,BEFOREXMAS
17/12/2015,BEFOREXMAS
18/12/2015,BEFOREXMAS
19/12/2015,BEFOREXMAS
20/12/2015,BEFOREXMAS
21/12/2015,BEFOREXMAS
22/12/2015,BEFOREXMAS
23/12/2015,BEFOREXMAS
24/12/2015,BEFOREXMAS
17/12/2016,BEFOREXMAS
18/12/2016,BEFOREXMAS
19/12/2016,BEFOREXMAS
20/12/2016,BEFOREXMAS
21/12/2016,BEFOREXMAS
22/12/2016,BEFOREXMAS
23/12/2016,BEFOREXMAS
24/12/2016,BEFOREXMAS
16/12/2017,BEFOREXMAS
17/12/2017,BEFOREXMAS
18/12/2017,BEFOREXMAS
19/12/2017,BEFOREXMAS
20/12/2017,BEFOREXMAS
21/12/2017,BEFOREXMAS
22/12/2017,BEFOREXMAS
23/12/2017,BEFOREXMAS
24/12/2017,BEFOREXMAS
15/12/2018,BEFOREXMAS
16/12/2018,BEFOREXMAS
17/12/2018,BEFOREXMAS
18/12/2018,BEFOREXMAS
19/12/2018,BEFOREXMAS
20/12/2018,BEFOREXMAS
21/12/2018,BEFOREXMAS
22/12/2018,BEFOREXMAS
23/12/2018,BEFOREXMAS
24/12/2018,BEFOREXMAS
14/12/2019,BEFOREXMAS
15/12/2019,BEFOREXMAS
16/12/2019,BEFOREXMAS
17/12/2019,BEFOREXMAS
18/12/2019,BEFOREXMAS
19/12/2019,BEFOREXMAS
20/12/2019,BEFOREXMAS
21/12/2019,BEFOREXMAS
22/12/2019,BEFOREXMAS
23/12/2019,BEFOREXMAS
24/12/2019,BEFOREXMAS
11/12/2021,BEFOREXMAS
12/12/2021,BEFOREXMAS
13/12/2021,BEFOREXMAS
14/12/2021,BEFOREXMAS
15/12/2021,BEFOREXMAS
16/12/2021,BEFOREXMAS
17/12/2021,BEFOREXMAS
18/12/2021,BEFOREXMAS
19/12/2021,BEFOREXMAS
20/12/2021,BEFOREXMAS
21/12/2021,BEFOREXMAS
22/12/2021,BEFOREXMAS
23/12/2021,BEFOREXMAS
24/12/2021,BEFOREXMAS
17/12/2022,BEFOREXMAS
18/12/2022,BEFOREXMAS
19/12/2022,BEFOREXMAS
20/12/2022,BEFOREXMAS
21/12/2022,BEFOREXMAS
22/12/2022,BEFOREXMAS
23/12/2022,BEFOREXMAS
24/12/2022,BEFOREXMAS
15/12/2023,BEFOREXMAS
16/12/2023,BEFOREXMAS
17/12/2023,BEFOREXMAS
18/12/2023,BEFOREXMAS
19/12/2023,BEFOREXMAS
20/12/2023,BEFOREXMAS
21/12/2023,BEFOREXMAS
22/12/2023,BEFOREXMAS
23/12/2023,BEFOREXMAS
24/12/2023,BEFOREXMAS
13/12/2025,BEFOREXMAS
14/12/2025,BEFOREXMAS
15/12/2025,BEFOREXMAS
16/12/2025,BEFOREXMAS
17/12/2025,BEFOREXMAS
18/12/2025,BEFOREXMAS
19/12/2025,BEFOREXMAS
20/12/2025,BEFOREXMAS
21/12/2025,BEFOREXMAS
22/12/2025,BEFOREXMAS
23/12/2025,BEFOREXMAS
24/12/2025,BEFOREXMAS
11/12/2012,BEFOREXMAS
12/12/2012,BEFOREXMAS
13/12/2012,BEFOREXMAS
14/12/2012,BEFOREXMAS
11/12/2013,BEFOREXMAS
12/12/2013,BEFOREXMAS
13/12/2013,BEFOREXMAS
14/12/2013,BEFOREXMAS
15/12/2013,BEFOREXMAS
11/12/2014,BEFOREXMAS
12/12/2014,BEFOREXMAS
13/12/2014,BEFOREXMAS
14/12/2014,BEFOREXMAS
11/12/2015,BEFOREXMAS
12/12/2015,BEFOREXMAS
13/12/2015,BEFOREXMAS
11/12/2016,BEFOREXMAS
12/12/2016,BEFOREXMAS
13/12/2016,BEFOREXMAS
14/12/2016,BEFOREXMAS
15/12/2016,BEFOREXMAS
16/12/2016,BEFOREXMAS
11/12/2017,BEFOREXMAS
12/12/2017,BEFOREXMAS
13/12/2017,BEFOREXMAS
14/12/2017,BEFOREXMAS
15/12/2017,BEFOREXMAS
11/12/2018,BEFOREXMAS
12/12/2018,BEFOREXMAS
13/12/2018,BEFOREXMAS
14/12/2018,BEFOREXMAS
11/12/2019,BEFOREXMAS
12/12/2019,BEFOREXMAS
13/12/2019,BEFOREXMAS
11/12/2022,BEFOREXMAS
12/12/2022,BEFOREXMAS
13/12/2022,BEFOREXMAS
14/12/2022,BEFOREXMAS
15/12/2022,BEFOREXMAS
16/12/2022,BEFOREXMAS
11/12/2023,BEFOREXMAS
12/12/2023,BEFOREXMAS
13/12/2023,BEFOREXMAS
14/12/2023,BEFOREXMAS
11/12/2025,BEFOREXMAS
12/12/2025,BEFOREXMAS
14/04/2014,B4EASTER
15/04/2014,B4EASTER
16/04/2014,B4EASTER
17/04/2014,B4EASTER
14/04/2019,B4EASTER
15/04/2019,B4EASTER
16/04/2019,B4EASTER
17/04/2019,B4EASTER
18/04/2019,B4EASTER
12/04/2025,B4EASTER
13/04/2025,B4EASTER
14/04/2025,B4EASTER
15/04/2025,B4EASTER
16/04/2025,B4EASTER
01/04/2012,B4EASTER
02/04/2012,B4EASTER
03/04/2012,B4EASTER
04/04/2012,B4EASTER
05/04/2012,B4EASTER
24/03/2013,B4EASTER
25/03/2013,B4EASTER
26/03/2013,B4EASTER
27/03/2013,B4EASTER
28/03/2013,B4EASTER
13/04/2014,B4EASTER
28/03/2015,B4EASTER
29/03/2015,B4EASTER
30/03/2015,B4EASTER
31/03/2015,B4EASTER
01/04/2015,B4EASTER
20/03/2016,B4EASTER
21/03/2016,B4EASTER
22/03/2016,B4EASTER
23/03/2016,B4EASTER
24/03/2016,B4EASTER
09/04/2017,B4EASTER
10/04/2017,B4EASTER
11/04/2017,B4EASTER
12/04/2017,B4EASTER
13/04/2017,B4EASTER
25/03/2018,B4EASTER
26/03/2018,B4EASTER
27/03/2018,B4EASTER
28/03/2018,B4EASTER
29/03/2018,B4EASTER
05/04/2020,B4EASTER
06/04/2020,B4EASTER
07/04/2020,B4EASTER
08/04/2020,B4EASTER
09/04/2020,B4EASTER
27/03/2021,B4EASTER
28/03/2021,B4EASTER
29/03/2021,B4EASTER
30/03/2021,B4EASTER
31/03/2021,B4EASTER
10/04/2022,B4EASTER
11/04/2022,B4EASTER
12/04/2022,B4EASTER
13/04/2022,B4EASTER
14/04/2022,B4EASTER
02/04/2023,B4EASTER
03/04/2023,B4EASTER
04/04/2023,B4EASTER
05/04/2023,B4EASTER
06/04/2023,B4EASTER
24/03/2024,B4EASTER
25/03/2024,B4EASTER
26/03/2024,B4EASTER
27/03/2024,B4EASTER
28/03/2024,B4EASTER
02/01/2013,AFTERXMAS
03/01/2013,AFTERXMAS
04/01/2013,AFTERXMAS
05/01/2013,AFTERXMAS
06/01/2013,AFTERXMAS
07/01/2013,AFTERXMAS
08/01/2013,AFTERXMAS
09/01/2013,AFTERXMAS
02/01/2014,AFTERXMAS
03/01/2014,AFTERXMAS
04/01/2014,AFTERXMAS
05/01/2014,AFTERXMAS
06/01/2014,AFTERXMAS
07/01/2014,AFTERXMAS
08/01/2014,AFTERXMAS
09/01/2014,AFTERXMAS
02/01/2015,AFTERXMAS
03/01/2015,AFTERXMAS
04/01/2015,AFTERXMAS
05/01/2015,AFTERXMAS
06/01/2015,AFTERXMAS
07/01/2015,AFTERXMAS
08/01/2015,AFTERXMAS
09/01/2015,AFTERXMAS
02/01/2016,AFTERXMAS
03/01/2016,AFTERXMAS
04/01/2016,AFTERXMAS
05/01/2016,AFTERXMAS
06/01/2016,AFTERXMAS
07/01/2016,AFTERXMAS
08/01/2016,AFTERXMAS
09/01/2016,AFTERXMAS
03/01/2017,AFTERXMAS
04/01/2017,AFTERXMAS
05/01/2017,AFTERXMAS
06/01/2017,AFTERXMAS
07/01/2017,AFTERXMAS
08/01/2017,AFTERXMAS
09/01/2017,AFTERXMAS
02/01/2018,AFTERXMAS
03/01/2018,AFTERXMAS
04/01/2018,AFTERXMAS
05/01/2018,AFTERXMAS
06/01/2018,AFTERXMAS
07/01/2018,AFTERXMAS
08/01/2018,AFTERXMAS
09/01/2018,AFTERXMAS
02/01/2019,AFTERXMAS
03/01/2019,AFTERXMAS
04/01/2019,AFTERXMAS
05/01/2019,AFTERXMAS
06/01/2019,AFTERXMAS
07/01/2019,AFTERXMAS
08/01/2019,AFTERXMAS
09/01/2019,AFTERXMAS
02/01/2020,AFTERXMAS
03/01/2020,AFTERXMAS
04/01/2020,AFTERXMAS
05/01/2020,AFTERXMAS
06/01/2020,AFTERXMAS
07/01/2020,AFTERXMAS
08/01/2020,AFTERXMAS
09/01/2020,AFTERXMAS
02/01/2022,AFTERXMAS
04/01/2022,AFTERXMAS
05/01/2022,AFTERXMAS
06/01/2022,AFTERXMAS
07/01/2022,AFTERXMAS
08/01/2022,AFTERXMAS
09/01/2022,AFTERXMAS
03/01/2023,AFTERXMAS
04/01/2023,AFTERXMAS
05/01/2023,AFTERXMAS
06/01/2023,AFTERXMAS
07/01/2023,AFTERXMAS
08/01/2023,AFTERXMAS
09/01/2023,AFTERXMAS
02/01/2024,AFTERXMAS
03/01/2024,AFTERXMAS
04/01/2024,AFTERXMAS
05/01/2024,AFTERXMAS
06/01/2024,AFTERXMAS
07/01/2024,AFTERXMAS
08/01/2024,AFTERXMAS
09/01/2024,AFTERXMAS
02/01/2026,AFTERXMAS
03/01/2026,AFTERXMAS
04/01/2026,AFTERXMAS
05/01/2026,AFTERXMAS
06/01/2026,AFTERXMAS
07/01/2026,AFTERXMAS
08/01/2026,AFTERXMAS
09/01/2026,AFTERXMAS
